,Precision_True,Precision_Fake,Recall_True,Recall_Fake,F1_Score_True,F1_Score_Fake,Precision,Recall,F1_Score,Accuracy,AUROC,Features,Classifier,Dataset,Technique,N-Grama,Scenario
20,0.7014925373134329,0.6866359447004609,0.6746411483253588,0.7129186602870813,0.6878048780487804,0.6995305164319249,0.6866359447004609,0.7129186602870813,0.6995305164319249,0.69377990430622,0.7476133788145876,,Random Forest,Review,TF-IDF,1-1,review
21,0.6616915422885572,0.6497695852534562,0.6363636363636364,0.6746411483253588,0.648780487804878,0.6619718309859155,0.6497695852534562,0.6746411483253588,0.6619718309859155,0.6555023923444976,0.7157688697603077,,SVC,Review,TF-IDF,1-1,review
22,0.6555555555555556,0.6176470588235294,0.5645933014354066,0.7033492822966507,0.6066838046272494,0.6577181208053692,0.6176470588235294,0.7033492822966507,0.6577181208053692,0.6339712918660287,0.6936883313110964,,Logistic Regression,Review,TF-IDF,1-1,review
23,0.0,0.4988009592326139,0.0,0.9952153110047847,0.0,0.6645367412140575,0.4988009592326139,0.9952153110047847,0.6645367412140575,0.49760765550239233,0.563082347015865,,KNN,Review,TF-IDF,1-1,review
24,0.6855670103092784,0.6607142857142857,0.6363636363636364,0.7081339712918661,0.6600496277915633,0.6836027713625866,0.6607142857142857,0.7081339712918661,0.6836027713625866,0.6722488038277512,0.7384446326778233,,XGBoost,Review,TF-IDF,1-1,review
25,0.7608695652173914,0.6285714285714286,0.5023923444976076,0.8421052631578947,0.6051873198847263,0.7198364008179958,0.6285714285714286,0.8421052631578947,0.7198364008179958,0.6722488038277512,0.7414093083949543,,Random Forest,Review,TF-IDF,1-2,review
26,0.7652173913043478,0.6006600660066007,0.42105263157894735,0.8708133971291866,0.5432098765432098,0.7109375,0.6006600660066007,0.8708133971291866,0.7109375,0.645933014354067,0.7306265882191342,,SVC,Review,TF-IDF,1-2,review
27,0.7098765432098766,0.6328125,0.5502392344497608,0.7751196172248804,0.6199460916442049,0.6967741935483871,0.6328125,0.7751196172248804,0.6967741935483871,0.6626794258373205,0.7296765183947254,,Logistic Regression,Review,TF-IDF,1-2,review
28,0.0,0.5,0.0,1.0,0.0,0.6666666666666666,0.5,1.0,0.6666666666666666,0.5,0.5,,KNN,Review,TF-IDF,1-2,review
29,0.6887755102040817,0.6666666666666666,0.645933014354067,0.7081339712918661,0.6666666666666667,0.6867749419953596,0.6666666666666666,0.7081339712918661,0.6867749419953596,0.6770334928229665,0.7360522881802156,,XGBoost,Review,TF-IDF,1-2,review
30,0.7676056338028169,0.6376811594202898,0.5215311004784688,0.8421052631578947,0.621082621082621,0.7257731958762886,0.6376811594202898,0.8421052631578947,0.7257731958762886,0.6818181818181818,0.7596208878001878,,Random Forest,Review,TF-IDF,1-3,review
31,0.8225806451612904,0.5561797752808989,0.24401913875598086,0.9473684210526315,0.3763837638376384,0.7008849557522123,0.5561797752808989,0.9473684210526315,0.7008849557522123,0.5956937799043063,0.7322176690094091,,SVC,Review,TF-IDF,1-3,review
32,0.7569444444444444,0.635036496350365,0.5215311004784688,0.8325358851674641,0.6175637393767704,0.720496894409938,0.635036496350365,0.8325358851674641,0.720496894409938,0.6770334928229665,0.7376433689704907,,Logistic Regression,Review,TF-IDF,1-3,review
33,0.0,0.5,0.0,1.0,0.0,0.6666666666666666,0.5,1.0,0.6666666666666666,0.5,0.5,,KNN,Review,TF-IDF,1-3,review
34,0.6989795918367347,0.6756756756756757,0.6555023923444976,0.7177033492822966,0.6765432098765432,0.6960556844547563,0.6756756756756757,0.7177033492822966,0.6960556844547563,0.6866028708133971,0.7422563585998488,,XGBoost,Review,TF-IDF,1-3,review
35,0.6923076923076923,0.5127551020408163,0.0861244019138756,0.9617224880382775,0.15319148936170213,0.6688851913477537,0.5127551020408163,0.9617224880382775,0.6688851913477537,0.5239234449760766,0.6453148966369817,,Random Forest,Review,TF-IDF,2-2,review
36,0.5833333333333334,0.5024630541871922,0.03349282296650718,0.9760765550239234,0.06334841628959277,0.6634146341463415,0.5024630541871922,0.9760765550239234,0.6634146341463415,0.5047846889952153,0.6775028044229758,,SVC,Review,TF-IDF,2-2,review
37,0.75,0.5235602094240838,0.1291866028708134,0.9569377990430622,0.22040816326530613,0.676818950930626,0.5235602094240838,0.9569377990430622,0.676818950930626,0.5430622009569378,0.652549163251757,,Logistic Regression,Review,TF-IDF,2-2,review
38,0.0,0.5,0.0,1.0,0.0,0.6666666666666666,0.5,1.0,0.6666666666666666,0.5,0.5,,KNN,Review,TF-IDF,2-2,review
39,0.6417910447761194,0.5669014084507042,0.41148325358851673,0.7703349282296651,0.5014577259475218,0.6531440162271805,0.5669014084507042,0.7703349282296651,0.6531440162271805,0.5909090909090909,0.6098532542753142,,XGBoost,Review,TF-IDF,2-2,review
40,0.3333333333333333,0.4987951807228916,0.004784688995215311,0.9904306220095693,0.009433962264150941,0.6634615384615384,0.4987951807228916,0.9904306220095693,0.6634615384615384,0.49760765550239233,0.5413223140495869,,Random Forest,Review,TF-IDF,3-3,review
41,0.0,0.5,0.0,1.0,0.0,0.6666666666666666,0.5,1.0,0.6666666666666666,0.5,0.5586181635035828,,SVC,Review,TF-IDF,3-3,review
